Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q1,0.0291378,1413.606
High level industry groups,Construction,SG01RSC02B01B03,2004Q1,0.0471000,2300.587
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q1,0.0548928,2400.636
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q1,0.0694367,2713.843
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q1,0.0455759,1901.349
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q1,0.0397875,1220.221
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q1,0.0504427,2237.475
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q1,0.1278889,5497.785
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q1,0.0858460,4144.077
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q1,0.0367477,1540.571
High level industry groups,Education and training,SG01RSC02B01C09,2004Q1,0.0418274,2291.527
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q1,0.0497887,2370.191
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q1,0.0368190,1667.007
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q1,0.0710760,3226.233
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q2,0.0536584,2875.504
High level industry groups,Mining,SG01RSC02B01A02,2004Q2,0.0099164,597.923
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q2,0.1455639,5955.749
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q2,0.0282182,1381.380
High level industry groups,Construction,SG01RSC02B01B03,2004Q2,0.0518223,2462.963
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q2,0.0533618,2437.684
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q2,0.0682155,2741.222
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q2,0.0462901,1944.933
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q2,0.0380300,1229.368
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q2,0.0504845,2282.613
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q2,0.1291075,5545.081
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q2,0.0864359,4126.497
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q2,0.0373256,1584.910
High level industry groups,Education and training,SG01RSC02B01C09,2004Q2,0.0424717,2291.175
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q2,0.0512439,2347.393
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q2,0.0359405,1665.171
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q2,0.0719137,3259.494
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q3,0.0536584,2742.851
High level industry groups,Mining,SG01RSC02B01A02,2004Q3,0.0099164,538.497
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q3,0.1455639,6010.702
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q3,0.0282182,1375.154
High level industry groups,Construction,SG01RSC02B01B03,2004Q3,0.0518223,2477.037
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q3,0.0533618,2482.669
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q3,0.0682155,2827.367
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q3,0.0462901,1962.943
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q3,0.0380300,1239.427
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q3,0.0504845,2316.485
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q3,0.1291075,5579.773
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q3,0.0864359,4118.997
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q3,0.0373256,1571.854
High level industry groups,Education and training,SG01RSC02B01C09,2004Q3,0.0424717,2288.157
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q3,0.0512439,2349.979
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q3,0.0359405,1669.517
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q3,0.0719137,3280.275
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q4,0.0536584,2735.031
High level industry groups,Mining,SG01RSC02B01A02,2004Q4,0.0099164,554.892
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q4,0.1455639,6077.985
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q4,0.0282182,1307.979
High level industry groups,Construction,SG01RSC02B01B03,2004Q4,0.0518223,2428.628
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q4,0.0533618,2525.786
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q4,0.0682155,2831.867
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q4,0.0462901,1987.361
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q4,0.0380300,1259.831
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q4,0.0504845,2351.435
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q4,0.1291075,5678.267
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q4,0.0864359,4229.780
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q4,0.0373256,1591.834
High level industry groups,Education and training,SG01RSC02B01C09,2004Q4,0.0424717,2282.474
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q4,0.0512439,2391.237
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q4,0.0359405,1663.033
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q4,0.0719137,3288.308
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q1,0.0536584,2825.695
High level industry groups,Mining,SG01RSC02B01A02,2005Q1,0.0099164,542.939
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q1,0.1455639,5997.016
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q1,0.0282182,1335.264
High level industry groups,Construction,SG01RSC02B01B03,2005Q1,0.0518223,2459.337
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q1,0.0533618,2528.339
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q1,0.0682155,2847.716
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q1,0.0462901,2027.808
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q1,0.0380300,1262.294
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q1,0.0504845,2400.376
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q1,0.1291075,5775.466
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q1,0.0864359,4268.673
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q1,0.0373256,1601.457
High level industry groups,Education and training,SG01RSC02B01C09,2005Q1,0.0424717,2274.125
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q1,0.0512439,2444.879
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q1,0.0359405,1648.698
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q1,0.0719137,3329.602
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q2,0.0451777,2853.259
High level industry groups,Mining,SG01RSC02B01A02,2005Q2,0.0110444,583.436
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q2,0.1452494,6064.320
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q2,0.0296734,1370.631
High level industry groups,Construction,SG01RSC02B01B03,2005Q2,0.0534528,2540.803
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q2,0.0515476,2624.503
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q2,0.0672916,2902.406
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q2,0.0461058,2066.303
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q2,0.0370418,1262.420
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q2,0.0487376,2416.252
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q2,0.1329543,5834.390
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q2,0.0894213,4349.900
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q2,0.0393654,1643.755
High level industry groups,Education and training,SG01RSC02B01C09,2005Q2,0.0424035,2261.839
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q2,0.0535953,2512.235
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q2,0.0346071,1636.840
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q2,0.0723310,3369.631
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q3,0.0451777,2905.900
High level industry groups,Mining,SG01RSC02B01A02,2005Q3,0.0110444,571.517
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q3,0.1452494,6141.431
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q3,0.0296734,1345.616
High level industry groups,Construction,SG01RSC02B01B03,2005Q3,0.0534528,2460.522
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q3,0.0515476,2621.064
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q3,0.0672916,2946.680
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q3,0.0461058,2068.538
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q3,0.0370418,1271.143
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q3,0.0487376,2445.964
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q3,0.1329543,5879.404
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q3,0.0894213,4385.128
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q3,0.0393654,1669.461
High level industry groups,Education and training,SG01RSC02B01C09,2005Q3,0.0424035,2248.778
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q3,0.0535953,2527.989
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q3,0.0346071,1646.206
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q3,0.0723310,3377.964
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q4,0.0451777,2916.777
High level industry groups,Mining,SG01RSC02B01A02,2005Q4,0.0110444,569.890
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q4,0.1452494,5998.564
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q4,0.0296734,1344.066
High level industry groups,Construction,SG01RSC02B01B03,2005Q4,0.0534528,2507.406
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q4,0.0515476,2580.961
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q4,0.0672916,2960.415
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q4,0.0461058,1999.425
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q4,0.0370418,1277.901
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q4,0.0487376,2463.640
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q4,0.1329543,5928.859
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q4,0.0894213,4409.799
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q4,0.0393654,1679.070
High level industry groups,Education and training,SG01RSC02B01C09,2005Q4,0.0424035,2234.946
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q4,0.0535953,2557.396
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q4,0.0346071,1632.559
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q4,0.0723310,3388.288
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q1,0.0451777,3014.120
High level industry groups,Mining,SG01RSC02B01A02,2006Q1,0.0110444,594.183
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q1,0.1452494,6076.644
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q1,0.0296734,1336.918
High level industry groups,Construction,SG01RSC02B01B03,2006Q1,0.0534528,2634.297
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q1,0.0515476,2625.748
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q1,0.0672916,2969.411
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q1,0.0461058,1991.488
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q1,0.0370418,1275.461
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q1,0.0487376,2493.669
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q1,0.1329543,5984.408
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q1,0.0894213,4443.145
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q1,0.0393654,1726.695
High level industry groups,Education and training,SG01RSC02B01C09,2006Q1,0.0424035,2220.346
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q1,0.0535953,2575.905
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q1,0.0346071,1679.248
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q1,0.0723310,3461.743
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q2,0.0498383,3042.926
High level industry groups,Mining,SG01RSC02B01A02,2006Q2,0.0119248,542.358
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q2,0.1331015,5987.256
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q2,0.0289118,1435.185
High level industry groups,Construction,SG01RSC02B01B03,2006Q2,0.0560146,2568.781
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q2,0.0501398,2600.833
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q2,0.0679592,3002.643
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q2,0.0425367,1966.120
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q2,0.0337261,1291.700
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q2,0.0462210,2541.578
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q2,0.1352898,6032.317
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q2,0.0931615,4571.519
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q2,0.0410106,1726.951
High level industry groups,Education and training,SG01RSC02B01C09,2006Q2,0.0437901,2213.036
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q2,0.0545485,2616.486
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q2,0.0349336,1634.574
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q2,0.0768920,3421.536
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q3,0.0498383,3033.661
High level industry groups,Mining,SG01RSC02B01A02,2006Q3,0.0119248,524.906
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q3,0.1331015,5739.926
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q3,0.0289118,1415.328
High level industry groups,Construction,SG01RSC02B01B03,2006Q3,0.0560146,2628.560
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q3,0.0501398,2657.022
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q3,0.0679592,3032.383
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q3,0.0425367,1979.018
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q3,0.0337261,1321.398
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q3,0.0462210,2565.951
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q3,0.1352898,6153.701
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q3,0.0931615,4626.880
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q3,0.0410106,1912.471
High level industry groups,Education and training,SG01RSC02B01C09,2006Q3,0.0437901,2212.247
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q3,0.0545485,2614.960
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q3,0.0349336,1626.660
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q3,0.0768920,3502.926
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q4,0.0498383,2941.255
High level industry groups,Mining,SG01RSC02B01A02,2006Q4,0.0119248,583.532
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q4,0.1331015,5906.316
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q4,0.0289118,1462.554
High level industry groups,Construction,SG01RSC02B01B03,2006Q4,0.0560146,2691.850
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q4,0.0501398,2658.721
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q4,0.0679592,3112.060
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q4,0.0425367,1971.966
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q4,0.0337261,1363.832
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q4,0.0462210,2604.583
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q4,0.1352898,6213.174
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q4,0.0931615,4652.012
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q4,0.0410106,1949.695
High level industry groups,Education and training,SG01RSC02B01C09,2006Q4,0.0437901,2217.974
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q4,0.0545485,2646.071
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q4,0.0349336,1633.638
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q4,0.0768920,3518.762
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q1,0.0498383,2822.518
High level industry groups,Mining,SG01RSC02B01A02,2007Q1,0.0119248,575.798
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q1,0.1331015,5902.843
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q1,0.0289118,1471.661
High level industry groups,Construction,SG01RSC02B01B03,2007Q1,0.0560146,2740.630
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q1,0.0501398,2690.194
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q1,0.0679592,3206.121
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q1,0.0425367,1995.568
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q1,0.0337261,1378.259
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q1,0.0462210,2638.342
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q1,0.1352898,6320.656
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q1,0.0931615,4727.254
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q1,0.0410106,2009.265
High level industry groups,Education and training,SG01RSC02B01C09,2007Q1,0.0437901,2230.216
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q1,0.0545485,2683.521
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q1,0.0349336,1646.446
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q1,0.0768920,3633.586
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q2,0.0606840,2712.381
High level industry groups,Mining,SG01RSC02B01A02,2007Q2,0.0203058,628.605
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q2,0.1232657,6046.743
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q2,0.0287887,1417.333
High level industry groups,Construction,SG01RSC02B01B03,2007Q2,0.0573309,2766.170
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q2,0.0516521,2731.197
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q2,0.0647921,3183.365
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q2,0.0429286,2009.267
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q2,0.0330741,1399.491
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q2,0.0436523,2649.608
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q2,0.1293700,6267.879
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q2,0.0944134,4821.468
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q2,0.0412315,1955.069
High level industry groups,Education and training,SG01RSC02B01C09,2007Q2,0.0431723,2238.553
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q2,0.0552801,2714.215
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q2,0.0344789,1680.505
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q2,0.0755795,3644.750
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q3,0.0606840,2544.894
High level industry groups,Mining,SG01RSC02B01A02,2007Q3,0.0203058,954.939
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q3,0.1232657,5971.665
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q3,0.0287887,1436.083
High level industry groups,Construction,SG01RSC02B01B03,2007Q3,0.0573309,2820.585
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q3,0.0516521,2765.940
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q3,0.0647921,3155.435
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q3,0.0429286,2026.316
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q3,0.0330741,1418.328
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q3,0.0436523,2658.013
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q3,0.1293700,6224.968
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q3,0.0944134,4868.538
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q3,0.0412315,2033.449
High level industry groups,Education and training,SG01RSC02B01C09,2007Q3,0.0431723,2241.582
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q3,0.0552801,2766.559
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q3,0.0344789,1699.335
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q3,0.0755795,3659.452
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q4,0.0606840,2459.884
High level industry groups,Mining,SG01RSC02B01A02,2007Q4,0.0203058,1184.686
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q4,0.1232657,5929.740
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q4,0.0287887,1435.472
High level industry groups,Construction,SG01RSC02B01B03,2007Q4,0.0573309,2900.505
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q4,0.0516521,2791.745
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q4,0.0647921,3121.345
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q4,0.0429286,2056.237
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q4,0.0330741,1446.082
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q4,0.0436523,2657.900
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q4,0.1293700,6208.647
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q4,0.0944134,4941.700
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q4,0.0412315,2069.981
High level industry groups,Education and training,SG01RSC02B01C09,2007Q4,0.0431723,2239.303
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q4,0.0552801,2785.321
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q4,0.0344789,1700.484
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q4,0.0755795,3674.212
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q1,0.0606840,2412.445
High level industry groups,Mining,SG01RSC02B01A02,2008Q1,0.0203058,1155.570
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q1,0.1232657,5853.662
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q1,0.0287887,1442.708
High level industry groups,Construction,SG01RSC02B01B03,2008Q1,0.0573309,2788.267
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q1,0.0516521,2748.301
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q1,0.0647921,3140.241
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q1,0.0429286,2112.826
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q1,0.0330741,1468.298
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q1,0.0436523,2648.422
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q1,0.1293700,6171.029
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q1,0.0944134,4905.201
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q1,0.0412315,2088.723
High level industry groups,Education and training,SG01RSC02B01C09,2008Q1,0.0431723,2231.717
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q1,0.0552801,2822.870
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q1,0.0344789,1685.919
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q1,0.0755795,3631.821
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q2,0.0500112,2464.902
High level industry groups,Mining,SG01RSC02B01A02,2008Q2,0.0223216,1115.232
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q2,0.1238288,5790.520
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q2,0.0309301,1416.852
High level industry groups,Construction,SG01RSC02B01B03,2008Q2,0.0571028,2723.958
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q2,0.0497964,2706.113
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q2,0.0616141,3071.007
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q2,0.0390825,2111.452
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q2,0.0300480,1458.213
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q2,0.0478479,2649.169
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q2,0.1322278,6203.842
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q2,0.0978833,4805.984
